STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
02,           4054,1,3,1,00031,0,01,122,50190,'MP 14.0 RAILRD CROSSING ',,'SEWARD HIGHWAY    ','MILE POINT 14.0          ',99.99,22.491,1,0013000000,0,60170600,149203700,199,3,01,01,02,2000,2,0,2967,2016,0,10.9,0,34,0,0,0,1,1,5,N,0,0,A,1,2,3,19,0,00,1,0,7.3,15.2,15.2,0,0,0,0,99.99,R,7.34,R,3.7,30.4,N,N,N,N,7,1,99.9,1,77.4,7,N,5,5,N,8,,,0,817,24,N  ,N  ,N  ,,,,0,0,0,,,,,1,N,2,,1,0,0,N,N,N,N,9,0,,Y,N,4000,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,78,0,G,7,165.68
02,           4056,1,3,1,0000_,0,01,122,68560,'GRAYLING CREEK          ',,'SEWARD HIGHWAY    ','MILE POINT 16.0          ',99.99,25.749,1,0000130000,0,60183800,149213600,199,3,01,01,02,2003,3,0,2967,2016,4,14.5,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,00,2,0,7.3,3.7,8.8,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,N,N,N,N,9,0,1,Y,8,4000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,65,0,G,8,127.6
02,           4057,1,3,1,00391,0,03,150,40950,'WEST FORK TWIN CREEK    ',,'CHINIAK HIGHWAY   ','MILE POINT 28.9          ',99.99,46.528,0,,,57371559,152155459,199,3,01,01,08,1975,2,0,200,2016,4,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,1,0,8.5,3.4,7.3,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,8,1,53.3,1,47,8,N,N,5,8,6,,,,916,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,300,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,93.1,0,G,8,62.05
02,           4058,1,3,1,00650,0,02,090,24230,'NORTH FORK CHENA RIVER  ',,'CHENA HOT SPR RD  ','MILE POINT 37.1          ',5.03,59.649,0,,,64540116,146260139,199,3,01,01,07,2003,2,0,1932,2016,4,8.1,0,30,0,1,N,1,N,5,0,0,0,A,1,5,3,19,0,00,3,0,8.1,1.8,8.5,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,2400,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,80,0,G,8,68.85
02,           4059,1,3,0,00000,0,02,090,24230,'PILEDRIVER SLOUGH       ',,'OLD VALDEZ TRAIL  ','MILE POINT 5.1           ',99.99,8.225,0,,,64360639,147053030,24,3,01,01,08,2003,2,0,50,2016,4,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,6.7,4.3,8.5,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,9,1,42.5,1,35.6,9,N,N,5,8,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,100,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,9,72.25
02,           4060,1,1,1,00A43,0,02,170,10150,'HARDAGE CREEK           ',,'PARKS HIGHWAY     ','MILE POINT 148.3         ',5.33,238.585,1,0000170000,0,63080173,149265323,199,3,01,01,01,1971,2,0,1209,2016,4,12.3,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,12.7,3.7,7.9,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,5,6,1,99.9,1,99.9,6,N,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,N,N,N,N,24,1,1,Y,8,1400,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,81.7,0,F,6,97.17
02,           4062,1,3,0,00065,0,02,185,64410,'HAPPY VALLEY CREEK      ',,'DALTON HIGHWAY    ','MILE POINT 334.7         ',99.99,538.572,1,0015000000,0,69090192,148500331,199,3,01,01,02,1995,2,0,609,2016,4,12.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,19,0,00,3,0,7.3,4.3,18.3,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,7,1,99.9,1,99.9,7,N,N,5,7,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,51,0,1,Y,8,700,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,86.3,0,G,7,228.75
02,           4063,1,3,1,00929,0,03,201,40400,'DUKE CREEK              ',,'BIG SALT LAKE ROAD','MILE POINT 4.1           ',99.99,6.571,0,,,55361400,133001600,199,3,01,01,07,1999,2,0,569,2016,0,11,0,41,0,0,0,1,0,5,0,0,0,A,1,5,3,19,0,00,1,0,7.3,8.8,8.8,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,9,8,1,70.1,1,66.5,8,N,N,5,8,4,,,,717,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,600,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,85.6,0,G,8,96.8
02,           4064,1,3,1,00093,0,03,110,36400,'VANDERBILT CREEK        ',,'EGAN DRIVE        ','MILE POINT 4.9           ',5.54,7.894,1,0029000000,0,58204452,134300360,2,3,01,01,14,1973,5,0,24438,2016,4,24.4,2,0,0,N,N,1,N,5,0,0,0,A,1,5,3,19,0,00,2,0,12.2,4,9.5,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,617,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,3,0,1,Y,8,25000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,82.2,0,G,8,231.8
02,           4065,1,3,1,00953,0,03,110,36400,'SOUTH FORK FISH CREEK   ',,'FISH CREEK ROAD   ','MILE POINT 4.6           ',99.99,7.326,0,,,58174344,134324416,199,3,01,01,17,1985,2,0,757,2016,2,9.8,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,19,0,00,2,0,8.6,3.5,8.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,7,1,63,1,57.8,7,N,N,5,8,8,,,,617,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,1000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,84.9,0,G,7,80.36
02,           4066,1,3,7,00000,0,01,020,3000,'AIA PEDESTRIAN U.C.     ',,'ANCH INTL AIRPORT ','MILE POINT 0.1           ',99.99,0.161,1,0000134307,0,61102600,149585200,2,3,21,21,14,2000,2,0,4082,2016,5,16.5,0,53,0,N,N,N,N,5,N,0,0,A,1,3,1,19,0,00,1,0,10.7,9.2,15.3,0,0,12.2,48.8,3.43,N,0,N,0,0,N,N,N,N,9,A,70.9,A,32.7,9,3,N,5,N,9,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,1,,1,0,0,1,6,2,0,1,0,,Y,N,4500,2035,0,N,5/4/2018,B,N ,,,,,,,,,2,,93.6,2,G,9,746.64
02,           4067,1,3,1,00953,0,03,110,36400,'JORDAN CREEK (EGAN DR)  ',,'EGAN DRIVE        ','MILE POINT 8.3           ',5.54,13.388,1,,0,58215900,134343900,2,3,01,01,14,1971,4,0,27844,2016,0,21.9,2,30,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,7.3,2.8,6.7,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,6,1,99.9,1,99.9,6,N,N,5,6,8,,,,617,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,3,0,1,Y,8,29000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,81.8,0,F,6,146.73
02,           4068,1,3,1,00000,0,01,170,58660,'WASILLA CREEK           ',,'PALMER/WASILLA HWY','MILE POINT 4.3           ',30.17,6.896,1,0000136800,0,61355796,149150426,6,3,01,01,14,1998,2,0,11194,2016,4,12.2,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,8.5,3,7,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,6,1,99.9,1,99.9,6,N,N,5,7,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,1,0,2,Y,8,16000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,96.9,0,F,6,85.4
02,           4069,1,3,1,00391,0,03,150,40950,'FRANK CREEK             ',,'CHINIAK HIGHWAY   ','MILE POINT 20.6          ',30.17,33.186,0,,,57352400,152260600,199,3,01,01,08,1974,2,0,331,2016,4,7.3,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,3,0,8.5,2.1,8.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,7,1,73.5,1,70.2,7,N,N,5,8,8,,,,916,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,400,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,91.9,0,G,7,59.86
02,           4071,1,3,1,00942,0,03,231,86490,'SOCKEYE CREEK           ',,'IRR:DANGEROUS RIV ','MILE POINT 22.2          ',30.17,35.682,0,,,59285107,139100982,199,3,01,01,09,1976,2,0,23,2016,4,7.6,0,30,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,4,0,4.1,3,14.3,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,5,5,1,99.9,1,99.9,5,N,N,5,5,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,100,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,82.8,0,F,5,108.68
02,           4072,1,3,1,00942,0,03,231,86490,'MILLER CREEK WEST       ',,'IRR:DANGEROUS RIV ','MILE POINT 26.5          ',30.17,42.677,0,,,59270442,139033927,199,3,01,01,09,1976,2,0,23,2016,4,6.9,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,4.1,4,8.8,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,7,1,40.5,1,33.7,7,N,N,5,5,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,0,1,0,1,Y,8,100,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,93.8,0,G,7,60.72
02,           4073,1,3,1,00942,0,03,231,86490,'MILLER CREEK EAST       ',,'IRR:DANGEROUS RIV ','MILE POINT 26.7          ',30.17,42.889,0,,,59270409,139033822,199,3,01,01,09,1976,2,0,23,2016,4,6.9,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,4.1,4,8.8,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,7,1,99.9,1,99.9,7,N,N,5,5,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,0,1,0,1,Y,8,100,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,93.8,0,G,7,60.72
02,           4074,1,3,1,00000,0,03,231,86490,'OLD SITUK RIVER         ',,'IRR:DANGEROUS RIV ','MILE POINT 10.9          ',30.17,17.569,0,,,59341377,139261566,199,3,01,01,09,1976,2,0,23,2016,4,8.5,0,45,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,5,0,4.1,1.8,18,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,5,5,1,99.9,1,99.9,5,N,N,5,5,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,100,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,82.8,0,F,5,153
02,           4075,1,3,1,00000,0,04,180,54920,'ANVIL CREEK             ',,'IRR:NOME-TELLER RD','MILE POINT 4.8           ',30.17,7.678,0,,,64330397,165263245,199,3,01,01,07,1967,2,0,153,2016,4,8.1,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,8.5,3,7.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,7,1,42.5,1,35.3,7,N,N,5,7,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,11,0,1,Y,8,200,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,93.6,0,G,7,58.32
02,           4078,1,1,0,00000,0,02,090,24230,'CHANNEL B RICHARDSON HWY',,'RICHARDSON HWY    ','MILE POINT 360.7         ',30.45,580.444,0,,,64483741,147350330,2,3,01,01,11,2002,5,0,17509,2016,4,31.4,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,00,4,0,7.3,3,15.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,9,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,5,1,1,Y,8,20000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,83,0,G,8,477.28
02,           4079,1,3,7,00000,0,02,090,24230,'CHANNEL B SB-BADGER RAMP',,'SB-BADGER RD RAMP ','MILE POINT 0.1           ',5.01,0.161,0,,,64483323,147350686,2,3,01,01,11,2002,1,0,5270,2016,4,8.7,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,00,4,0,9.1,3,15.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,9,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,1,,1,0,0,N,N,N,N,5,0,1,Y,8,6500,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.5,0,G,8,132.24
02,           4080,1,3,8,00000,0,02,090,24230,'CHANNEL B NB FRONTAGE RD',,'FRONTAGE ROAD     ','MILE POINT 0.1           ',30.45,0.161,0,,,64483160,147350813,2,3,01,01,19,2002,2,0,1000,2016,4,9.8,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,00,4,0,9.1,3,15.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,9,9,1,99.9,1,99.9,9,N,N,5,8,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,1,,0,0,0,N,N,N,0,5,0,1,Y,8,1100,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,9,148.96
02,           4081,1,3,1,00850,0,05,261,14110,'WILLOW CREEK            ',,'EDGERTON HWY      ','MILE POINT 5.3           ',4.09,8.628,0,,,61434300,145001600,199,3,01,01,07,2000,2,0,392,2016,5,7.3,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,4.4,3.7,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,6,1,99.9,1,99.9,6,N,N,5,8,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,700,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,91.3,0,F,6,59.86
02,           4082,1,3,1,00071,0,05,261,82200,'ROBE RIVER              ',,'RICHARDSON HIGHWAY','MILE POINT 6.6           ',99.99,10.622,,,,61052500,146120300,199,3,01,01,02,1980,2,0,3216,2016,5,11,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,7.3,3.7,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,6,1,99.9,1,99.9,6,N,N,5,8,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,N,N,N,N,9,0,1,Y,8,5000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,80,0,F,6,86.9
02,           4085,1,3,0,00000,0,01,020,3050,'BIRCHWOOD LP RD PED     ',,'BIRCHWOOD LOOP    ','MILE POINT 1.1           ',30.45,1.77,0,,,61221677,149322048,2,3,01,01,17,1980,2,0,1935,2016,5,16.5,0,0,0,N,N,N,N,5,N,0,0,A,1,3,3,19,0,00,2,0,7.3,3.7,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,N,8,1,63,1,58.1,8,N,N,5,N,8,,,,616,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,,Y,N,3000,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.8,0,G,8,135.3
02,           4086,1,3,0,00000,0,01,170,74500,'ESKA CREEK UPPER        ',,'JONESVILLE ROAD   ','MILE POINT 2.3           ',30.45,3.701,0,,,61440400,148545100,199,3,01,01,09,2008,2,0,173,2016,4,9.3,0,11,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,1,0,7.3,6,6.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,1,32.3,1,25.5,6,N,N,5,8,8,,,,717,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,180,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,87.4,0,G,8,56.73
02,           4087,1,4,0,00000,0,02,090,55910,'PILEDRIVER SLOUGH       ',,'EIELSON FARM ROAD ','MILE POINT 0.4           ',30.45,0.655,,,,64394092,147095681,24,3,02,02,09,2003,2,0,57,2016,4,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,3,0,8.5,5.5,17.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,9,7,1,99.9,1,99.9,7,N,N,5,9,8,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,75,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,7,150.45
02,           4089,1,3,1,00837,0,05,261,17410,'ECCLES CREEK            ',,'POINT WHITSHED RD ','MILE POINT 1.0           ',99.99,1.595,0,,,60315277,145464336,199,3,01,01,09,2012,2,0,555,2016,9,7.3,0,40,0,N,N,0,0,5,0,0,0,A,1,5,3,19,0,00,1,0,5.7,9.1,9.1,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,8,7,1,99.9,1,99.9,7,N,N,5,8,6,,,,816,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,600,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,88.8,0,G,7,66.43
02,           4090,1,3,1,00031,0,01,122,50190,'MOOSE CREEK             ',,'SEWARD HIGHWAY    ','MILE POINT 31.8          ',30.45,51.177,0,,,60301700,149262200,199,3,01,01,02,1976,2,0,1752,2016,4,11,0,0,0,N,N,0,0,5,0,0,0,A,1,5,3,19,0,00,2,0,7.3,3.4,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,6,1,99.9,1,99.9,6,N,N,5,8,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,1,N,2,,1,0,0,N,N,N,N,9,0,1,Y,8,2200,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,79,0,F,6,86.9
02,           4091,1,5,8,00000,0,01,122,33140,'WOODARD CREEK           ',,'SPRUCEVIEW AVENUE ','MILE POINT 0.1           ',30.45,0.161,0,,,59384500,151330100,2,3,04,04,19,2007,2,0,50,2016,9,7.3,0,0,0,N,N,0,0,5,0,0,0,A,5,5,9,19,0,00,1,0,6.7,7.4,7.4,0,1.8,0,0,99.99,N,0,N,99.9,0,N,N,N,8,8,A,57.2,A,32.7,8,N,N,5,7,8,,,,817,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,60,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,99,0,G,8,54.02
02,           4093,1,3,1,00000,0,02,185,64380,'LOST CREEK              ',,'DALTON HIGHWAY    ','MILE POINT 5.6           ',99.99,9.012,1,0015000000,0,65310119,148481334,199,3,01,01,02,1972,2,0,241,2016,4,9.8,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,3,0,8.2,1.8,6.7,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,6,7,1,99.9,1,99.9,7,N,N,5,7,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,1,0,0,N,N,N,N,12,0,1,Y,8,400,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,92.8,0,G,7,65.66
02,           4096,1,3,2,00000,0,01,020,3000,'RABBIT CREEK            ',,'OLD SEWARD HIGHWAY','MILE POINT 0.1           ',99.99,0.161,0,,,61050100,149493400,3,2,01,01,16,1978,3,0,8978,2016,4,11,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,00,2,0,11,3,7.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,617,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,9000,2035,0,N,5/4/2018,B,Z ,,,,,,,,,0,*,83.5,0,G,8,79.2
02,           4097,1,3,0,00000,0,01,170,74500,'ESKA CREEK LOWER        ',,'JONESVILLE ROAD   ','MILE POINT 1.5           ',99.99,2.414,0,,,61434080,148543852,199,3,01,01,08,1974,2,0,430,2016,4,7.6,0,11,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,7.5,3.8,8.2,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,1,99.9,1,99.9,8,N,N,5,8,6,,,,717,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,500,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,91,0,G,8,62.32
02,           4098,1,3,0,00000,0,03,164,35120,'ILIAMNAVILLAGERD_ROADHOU',,'ILIAMNA VILLAGE RD','MILE POINT 2.2           ',99.99,3.541,0,,,59452400,154510130,5,3,01,01,09,1976,2,0,143,2016,4,6.9,0,0,0,N,N,N,N,5,0,0,0,A,1,5,9,19,0,00,2,0,6.4,3,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,1,83.6,1,80.4,8,N,N,5,8,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,N,1,0,1,Y,8,200,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,100,0,G,8,48.3
02,           4099,1,3,0,00000,0,03,164,35120,'ILIAMNAVILLAGESPURRD_ROA',,'ILIAMNA VILLAGE SP','MILE POINT 0.1           ',30.45,0.161,0,,,59450270,154495680,5,3,01,01,09,1976,2,0,275,2016,4,7,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,6.4,3,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,1,99.9,1,99.9,8,N,N,5,8,8,,,,716,24,N  ,N  ,N  ,,,,,,,,,,_              ,0,N,2,,0,0,0,N,N,N,0,1,0,1,Y,8,300,2035,,N,5/4/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,8,49
