STRUCTURE_NUMBER_008,YEAR_BUILT_027,Material Used,DeckRating_of_Year_2007,DeckRating_of_Year_2008,DeckRating_of_Year_2009,DeckRating_of_Year_2010,DeckRating_of_Year_2011,DeckRating_of_Year_2012,DeckRating_of_Year_2013,DeckRating_of_Year_2014,DeckRating_of_Year_2015,DeckRating_of_Year_2016,DeckRating_of_Year_2017,DeckRating_of_Year_2018,DeckRating_of_Year_2019,DeckRating_of_Year_2020,DeckRating_of_Year_2021
1695,1985,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
1697,1989,Prestressed Concrete,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
1698,1984,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
1701,1997,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
1704,1982,Steel,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1705,1988,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1706,1988,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1707,1988,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1709,2012,Steel,5,5,5,5,5,5,9,9,9,9,9,9,9,9,9
1712,2013,Steel,5,5,5,5,5,5,4,4,9,9,9,9,8,8,8
1713,2011,Steel,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9
1714,2002,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1730,1984,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1731,1984,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1739,1992,Steel Continuous,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1744,1982,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
1746,1989,Prestressed Concrete,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7
1750,1983,Prestressed Concrete,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
1755,1980,Prestressed Concrete,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
1759,2003,Steel,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1764,1985,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1766,1991,Prestressed Concrete,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8
1767,1986,Prestressed Concrete,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7
1781,2011,Prestressed Concrete,6,5,5,5,5,9,9,7,7,7,7,7,7,8,8
1782,2012,Prestressed Concrete,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8
1783,2006,Prestressed Concrete,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7
1786,2013,Prestressed Concrete,4,4,4,4,4,4,4,9,9,9,9,9,9,8,8
1793,1993,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1794,1993,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1800,1986,Wood or Timber,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1806,1991,Prestressed Concrete,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7
1807,1991,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7
1808,1991,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1819,1988,Steel,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
1822,1981,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1823,1986,Steel,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
1831,1987,Steel,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8
1832,1971,Steel,6,6,6,6,6,6,6,6,6,6,6,6,8,8,7
1834,1987,Steel,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6
1838,1986,Wood or Timber,5,4,4,4,4,6,6,6,6,6,6,6,6,6,6
1840,1970,Wood or Timber,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
1841,1960,Wood or Timber,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1844,2004,Steel,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1845,1992,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1861,2013,Prestressed Concrete,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9
1863,1973,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1864,1977,Prestressed Concrete,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6
1865,1977,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1866,1977,Prestressed Concrete,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7
1867,1981,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6
1868,1977,Prestressed Concrete,8,8,8,8,8,8,8,6,6,7,7,7,7,6,6
1869,1980,Prestressed Concrete,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6
1873,2006,Steel,5,6,6,6,6,6,6,6,6,7,7,7,7,6,6
1877,2003,Steel,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
1878,1997,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1879,1997,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1883,1994,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6
1884,1994,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1885,1993,Steel Continuous,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1887,1993,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
1888,1993,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
1889,1993,Steel Continuous,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6
1890,1995,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1891,1998,Wood or Timber,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
1893,1996,Steel,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1894,1996,Steel,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1895,1996,Steel,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
1897,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7
1899,1997,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1900,1997,Steel,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6
1903,2000,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1912,1994,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1913,1995,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1914,1995,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1922,1995,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7
1923,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1928,1993,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1932,2002,Steel,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
1935,2002,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1936,1992,Steel,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4
1940,1992,Steel,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
1943,1994,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1945,1992,Wood or Timber,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1946,1992,Concrete,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1950,1998,Prestressed Concrete,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
1951,1997,Steel Continuous,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7
1953,1997,Wood or Timber,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8
1956,2013,Prestressed Concrete,7,7,7,7,7,7,7,9,9,9,9,9,8,8,8
1957,2006,Steel,9,9,9,9,7,7,7,7,7,7,7,7,8,8,8
1958,1991,Steel,7,7,4,4,4,4,4,4,2,2,2,2,2,2,2
1959,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
1960,1996,Steel,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7
1961,1999,Prestressed Concrete,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
1962,1999,Prestressed Concrete,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
1964,1997,Prestressed Concrete,8,8,8,8,8,8,8,8,8,7,7,7,7,8,8
1971,1998,Prestressed Concrete,8,8,7,7,7,7,7,7,6,6,7,7,7,7,7
1972,1998,Steel,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
1973,1999,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7
1980,2003,Prestressed Concrete,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
1981,2005,Prestressed Concrete,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8
1985,1998,Steel,6,6,6,6,6,6,9,9,8,8,8,8,8,8,8
1987,2013,Steel,8,8,5,5,5,5,5,9,9,9,9,9,9,9,9
1989,2005,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
1993,2006,Prestressed Concrete,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
2031,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2032,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2033,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7
2034,2003,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2035,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2036,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2037,2002,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2057,1980,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2058,2000,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2059,2001,Prestressed Concrete,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
2063,2000,Prestressed Concrete,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7
2078,2000,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8
2079,2000,Steel,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
2081,2006,Prestressed Concrete,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7
2082,2006,Prestressed Concrete,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7
2084,2006,Prestressed Concrete,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
2094,1981,Prestressed Concrete,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7
2097,1983,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2098,2005,Prestressed Concrete,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
2099,2005,Prestressed Concrete,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7
2102,2006,Prestressed Concrete,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7
2115,2004,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2116,2004,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2117,2004,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2118,2004,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2119,2004,Prestressed Concrete,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
2120,2004,Prestressed Concrete,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
2121,2004,Prestressed Concrete,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
2125,2012,Steel,5,5,5,5,5,5,9,9,9,9,7,7,8,8,8
2126,1958,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2128,1945,Steel,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2132,2003,Steel,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
2133,2006,Prestressed Concrete,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
2135,1992,Prestressed Concrete,8,8,8,8,8,8,8,7,7,5,5,5,5,5,5
2137,2019,Prestressed Concrete,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9
2138,2004,Steel,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2139,2003,Steel,7,7,7,7,7,7,7,7,7,7,7,7,9,9,8
2140,2005,Prestressed Concrete,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7
2150,2005,Prestressed Concrete,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7
2161,2015,Prestressed Concrete,4,4,1,1,1,7,7,7,7,7,7,7,8,8,7
2206,2010,Steel,4,4,2,2,2,2,9,9,9,9,9,9,9,9,9
2207,2010,Steel,4,4,3,3,9,9,9,9,9,9,7,7,8,8,8
2213,2006,Steel,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7
2216,2006,Steel,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7
2220,2006,Steel,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7
00000000000P651,1993,Steel,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
000074520-00030,1999,Steel,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
000074520-00032,1991,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1987,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1987,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1987,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1973,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1983,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1983,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1984,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0021E+14,1978,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0032E+14,1994,Wood or Timber,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
1.0032E+14,1994,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0051E+14,1985,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0051E+14,1985,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1989,Prestressed Concrete,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7
1.0054E+14,1987,Prestressed Concrete,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7
1.0054E+14,1987,Prestressed Concrete,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1984,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1989,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1987,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1990,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1986,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1985,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1985,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1991,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1993,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1991,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1991,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1987,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1986,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1986,Prestressed Concrete,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7
1.0054E+14,1987,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1984,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1996,Wood or Timber,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1.0054E+14,1998,Steel,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9830005P0000000,1983,Prestressed Concrete,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
9830007P0000000,1956,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9830008P0000000,1955,Steel,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6
9830009P0000000,1966,Steel,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9830010P0000000,1956,Steel,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9830011P0000000,1960,Steel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9830012P0000000,1955,Steel Continuous,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7
9830013P0000000,1987,Concrete continuous,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9830014P0000000,1987,Concrete continuous,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9830015P0000000,1957,Steel,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5
9830016P0000000,1986,Steel Continuous,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9845001P0000000,1985,Concrete continuous,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
DAPPACWAI0XBRIA,1988,Steel,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7
